"","individualID","Sex","sampleAge","sampleID2","collDate","collTime","NTXnM","uMidOC_ng_ml","SpecificGravity","creatinine","DOB","Collector","Substrate","CollectComments","assayDate.x","assayDate.y","Plate_U.MidOC","assay1value","assay1cv","assay2value","assay2cv","NTXnM_SG"
"754","YoYo","Male",11.18,"926","3/6/17","10:45:00",10735.5,22.66,1.023,8.793,"1/1/06","Rebecca","","","6/18/18","6/18/18",NA,NA,NA,NA,NA,172.877916711922
"755","YoYo","Male",11.26,"1051","4/7/17","9:10:00",7125.5,34.988,1.016,4.593,"1/1/06","Rebecca","","","6/18/18","6/18/18",NA,NA,NA,NA,NA,115.535251561437
"756","YoYo","Male",11.31,"1124","4/24/17","9:29:30",5948,26.546,1.014,3.879,"1/1/06","Rebecca","","","6/18/18","6/18/18",NA,NA,NA,NA,NA,96.6330934813841
"757","YoYo","Male",11.86,"A16","11/10/17","16:36:00",6085.5,38.476,1.024,4.235,"1/1/06","Aaron","LiveLeaf,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,97.9014643916378
"758","YoYo","Male",11.89,"A20","11/21/17","9:50:00",4018.1,51.816,1.02,3.574,"1/1/06","Aaron","DryLeaf,LiveLeaf,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,64.8953302771726
"759","YoYo","Male",12.1,"A205","2/8/18","14:50:00",3061.8,19.611,1.019,3.604,"1/1/06","Izzi","DryLeaf,Ground,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,49.4988959764475
"760","YoYo","Male",12.1,"A206","2/8/18","16:13:00",2737.2,13.333,1.019,4.026,"1/1/06","Aaron","DryLeaf,Ground,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,44.2512176062225
"761","YoYo","Male",12.17,"A311","3/5/18","9:51:00",2478.8,21.511,1.016,3.727,"1/1/06","Izzi","DryLeaf,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,40.1920962136678
"762","YoYo","Male",12.29,"A426","4/18/18","11:57:30",1211.6,12.331,1.007,NA,"1/1/06","Izzi","DryLeaf,Ground,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,19.8208681206861
"763","YoYo","Male",12.37,"A522","5/17/18","10:37:06",1049.9,7.267,1.006,0.497,"1/1/06","Izzi","Log,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,17.1926504246128
"764","YoYo","Male",12.41,"A594","5/30/18","10:30:00",2478.1,22.521,1.015,3.215,"1/1/06","Izzi","DryLeaf,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,40.2203331204768
"765","YoYo","Male",12.41,"A603","5/31/18","10:10:00",2348.7,41.2,1.017,3.586,"1/1/06","Izzi","DryLeaf,","","6/18/18","6/18/18",NA,NA,NA,NA,NA,38.0451650642777
"766","Zawinul","Male",6.24,"O205","3/9/17","13:40:20",1724.1,5.078,1.01,NA,"12/12/10","Jeremy","Ground,","3626 ID ","6/14/18","6/14/18",NA,NA,NA,NA,NA,28.1212069123579
"767","Zawinul","Male",7.21,"A262","2/25/18","8:12:00",3727,47.171,1.013,3.27,"12/12/10","Izzi","LiveLeaf,","","6/14/18","6/14/18",NA,NA,NA,NA,NA,60.6097964120752
"768","Zawinul","Male",7.27,"A321","3/22/18","10:00:00",428.3,5.013,1.003,NA,"12/12/10","Charles","LiveLeaf,","","6/14/18","6/14/18",NA,NA,NA,NA,NA,7.03460990485335
"769","Zawinul","Male",7.29,"A349","3/29/18","13:50:00",1565.5,15.002,1.019,2.893,"12/12/10","Izzi","DryLeaf,LiveLeaf,","","6/14/18","6/14/18",NA,NA,NA,NA,NA,25.3088123493137
"770","Zawinul","Male",7.29,"A350","3/29/18","14:38:00",2006.3,20.561,1.022,2.791,"12/12/10","Izzi","DryLeaf,LiveLeaf,","","6/14/18","6/14/18",NA,NA,NA,NA,NA,32.3398391256554
"771","Zawinul","Male",7.37,"A472","4/26/18","12:23:00",633,9.7,1.006,NA,"12/12/10","Izzi","LiveLeaf,","","6/14/18","6/14/18",NA,NA,NA,NA,NA,10.365699322583
